"work_id","work_licentiate_id"
26500,297
26964,348
26924,297
26768,297
27153,"463,478,297"
31511,297
31739,386
26487,297
26467,297
26447,490
26096,297
29439,297
29606,297
29983,297
25543,297
25792,360
26014,"159,161,167,168"
16836,501
27120,386
27074,297
26159,297
26597,366
27317,"297,1184"
31773,297
32130,297
23989,297
29779,"297,298,301"
28877,297
27411,297
30431,"40,41,47,48,63"
21913,297
29906,297
24942,297
51324,297
39646,"28,33,297"
37168,"334,297"
30146,210
30862,"384,385"
29041,210
29764,297
25529,297
25606,297
26080,297
26066,297
26482,385
14964,297
27589,297
27531,297
26534,297
26863,297
26771,297
27402,"283,284,297"
22088,490
25863,"359,360"
26262,297
26424,368
26078,297
13768,"517,494"
26025,297
24630,297
29281,"28,297"
29997,"385,386"
29832,522
30001,297
30056,297
30020,297
27623,522
27730,297
28043,297
24813,297
24991,297
24581,297
25241,297
27754,297
27568,495
24759,522
28132,297
26094,297
26752,368
24703,297
24287,297
24891,297
24814,297
26703,"494,495"
26959,297
26661,297
26892,297
27075,297
27387,297
27230,298
27125,"27,28"
27459,297
27058,356
30224,385
30299,"63,297"
27883,"494,495"
26668,297
26292,360
32176,297
31899,297
26103,297
26491,"515,516,522"
26649,297
27148,490
26922,544
26920,"297,364"
27220,"447,452,454"
25763,297
29516,297
29060,297
30104,297
27145,297
26213,"42,47,65,66,173,189,273"
27814,297
31839,"297,303"
32168,297
32547,297
33114,519
26044,297
30292,297
30781,506
30425,297
52029,297
29755,297
37223,297
39413,334
30872,297
31652,368
29976,297
29996,297
25157,297
26318,167
29785,297
29817,297
30040,210
29601,504
25986,"339,340,341,342,348,349,350"
26016,297
26240,297
26519,297
26418,490
26653,"47,297"
26502,297
27916,502
26530,"28,189,297"
28626,"27,28,40,41"
28662,368
26463,297
26553,297
26858,"297,166,167,168"
25669,297
25697,297
30776,498
30627,297
27002,297
27210,297
27454,297
27069,297
27956,297
27800,297
28134,"40,41"
26565,"509,510,511"
26982,297
28125,334
27807,297
25154,297
25306,368
28496,"297,494,495"
28612,494
28535,297
28740,368
28197,297
28485,"27,28,29,40,41,42,43"
26776,297
27279,297
27407,"27,28,32,33,40,41,51,52,75,190,191,297"
24886,297
25007,297
22120,297
27377,"210,297"
27108,517
26036,297
27397,297
27569,494
27183,297
26778,297
27362,"407,408,409,410,415,417,461,462,463,465,466,473,480,483"
27562,494
29021,297
30147,210
30979,522
30365,360
31025,297
32245,297
33555,"515,516,522"
33467,297
26707,"161,297"
27146,297
27223,518
27688,"167,168,297"
27378,"494,495"
27599,297
27537,297
26436,297
26777,297
27132,297
28074,297
27815,297
27816,297
30008,297
30591,297
31161,386
33387,297
33469,354
52744,297
53173,"494,495"
53184,"297,1184"
26125,297
26287,362
26479,522
40130,431
40298,297
29558,297
27783,297
31428,297
31931,"297,1184"
32919,297
25309,366
25797,297
25990,297
25621,"3,4,5,6,7,209,210"
25108,498
26891,297
29210,"297,542,301,317,321,322"
29771,297
29825,"494,495"
26848,360
26859,297
17830,"334,297"
27038,494
27382,516
27293,297
28610,516
28631,"297,1187"
27010,28
24227,297
28270,27
28380,297
26793,297
26925,297
26883,297
27113,297
26717,28
27660,297
27709,358
26211,494
29420,"494,495"
31586,297
28806,501
28741,297
25431,"325,326,327,328,329,330,331,337,338"
25512,"297,302,316"
25607,334
28549,"41,297"
29245,297
29107,503
28176,297
28229,297
27762,"298,1184"
24730,297
26517,297
28098,297
28129,27
27857,334
27579,"32,33"
27726,297
26531,297
14727,368
34425,"494,495,501,502,508,509,511"
27936,"297,334"
27156,297
29441,"385,386"
31322,297
24081,297
31636,297
27510,297
27817,297
27681,297
26986,297
27766,297
26198,297
27570,501
27616,297
28017,297
27725,297
28080,297
28668,"27,28"
28414,360
26669,297
27876,297
27637,297
27495,297
27684,297
29233,"48,297"
32334,519
27067,"27,28,40,41"
26164,490
27130,"297,1184"
33131,27
32209,"27,28,40,41,297"
34499,297
53857,297
54110,297
30800,297
31944,519
33120,"297,47"
33005,"297,516,518"
33214,297
15278,210
11146,297
26779,297
26208,297
26636,297
27612,501
30321,297
30664,463
31531,297
31509,297
25898,297
31340,297
29009,297
29581,"27,28,40,41"
28412,334
28139,"384,385"
28243,297
28273,"297,519"
28330,297
26095,297
26877,"47,48,248,249,297"
26865,297
26866,297
27278,297
27731,"407,413,414,421,462,463"
27123,"510,511"
28032,297
24601,"515,516"
23664,297
28212,"201,297"
28840,"385,297"
28850,297
26626,297
26227,"297,303"
26142,"27,28,334"
32394,368
28615,297
28812,297
28644,494
29250,297
30353,334
27668,"27,28"
27808,"159,160,161,165,166,167,168,169,170,297"
27972,386
27593,297
28451,517
28239,297
26081,297
26144,368
26085,297
27600,"407,413,421,462,463"
27970,"297,501"
27803,297
34515,297
34490,"297,542,167"
27812,297
27516,297
27690,"297,492,494,495"
28558,360
28611,"501,502,508"
28545,297
31800,297
31909,297
28534,27
27961,297
26646,"494,495"
28689,297
28316,297
28715,297
28253,297
27799,360
28285,297
33909,297
32158,297
54521,"27,28"
16467,297
32755,"297,515,516"
32443,297
33324,297
27733,385
27244,"522,297"
31924,297
42630,360
42604,297
42211,297
25942,297
26654,359
27603,"47,48,297"
30029,"27,28"
30004,297
24671,"297,515,516,522"
29378,"385,386"
28354,"365,366"
27303,360
27639,297
27421,"304,317,322,323"
27859,"365,366"
28109,"167,168,297"
27852,297
27882,297
28772,508
28731,297
28710,504
28928,297
28162,334
27874,297
28613,385
26791,297
26711,494
27174,297
27014,498
27413,297
27408,297
27170,"392,517"
28291,27
33393,297
28873,297
28948,297
29531,297
29077,504
29332,297
29388,297
26633,334
11407,359
30151,"297,360"
30098,28
30324,297
30168,297
28585,490
28754,385
28196,"210,248,249,297"
28800,297
28578,297
28916,334
28898,210
27556,297
26165,"297,519"
25970,"509,510"
26728,"297,303"
31293,297
31925,297
32218,281
28060,297
28537,297
28536,297
26387,"492,494,495,498"
35379,297
35586,"297,1184"
35335,297
27881,297
27900,334
28492,538
28933,297
35859,368
27290,297
28514,519
28503,"297,1184"
28785,297
55150,"510,511"
55257,"297,515,516"
55030,"48,297"
33350,297
33571,"40,41,252"
33660,360
28286,297
43500,"297,306"
43546,281
43426,"501,502,508"
33245,"516,518,519"
33197,297
34058,297
34703,"516,519"
32751,"297,519"
33372,297
33487,"384,385"
30305,"298,303"
30259,297
26740,297
27737,"422,423,425,426,461,463,466,475,483"
27718,297
28220,297
16273,385
28171,297
28152,516
28751,516
14545,512
28582,297
29411,297
27610,297
26504,297
27576,490
33850,368
34191,490
34688,297
34508,297
29084,297
29419,297
29773,"516,518,519"
28738,297
29032,297
29090,297
29458,"297,334"
29824,386
28553,297
28288,297
28693,297
26867,297
30964,168
30182,297
31007,493
31239,297
28716,297
28929,297
26369,297
28917,368
29216,495
29349,297
27551,297
29243,301
28406,368
33013,360
32575,297
28278,297
29166,334
28973,297
26567,"297,509"
26916,297
27246,297
27147,"516,518,522"
28085,490
28856,297
29057,297
28825,"297,385"
36319,297
29149,297
36817,297
28875,297
29153,"453,459"
29321,297
29922,297
23302,297
37117,297
13014,"297,1184"
55717,"385,386"
43999,"297,542"
44238,"364,368"
29198,"297,544,1184"
28993,297
28647,297
26356,297
29170,297
34915,297
35681,334
22288,297
35580,297
12436,297
33615,297
34009,"297,168"
33094,297
34084,334
34289,297
30691,"27,28"
29292,297
29236,489
26746,297
21743,297
27471,358
26489,297
27467,"27,28,29,30,31,40,41,43"
28046,"582,583,584,297"
28179,297
28121,297
28823,297
29167,"297,27,28,29,40,41"
27007,490
26528,297
26533,297
28062,"494,495"
27344,"379,385"
29484,"41,297"
34347,297
35213,503
35546,297
30015,297
28590,517
29096,297
30141,334
28976,368
29324,334
29000,297
28919,368
11699,297
30112,297
29902,297
30105,297
27041,360
26611,297
27150,297
28895,297
29079,297
31801,297
23926,297
32167,517
32820,297
27841,297
30114,297
24591,"494,495"
27118,360
27380,297
27662,297
27908,494
29106,504
29276,"168,297"
28399,297
29239,297
37186,297
37539,297
37548,297
29964,297
29669,297
38064,489
23931,297
29097,297
33981,297
45896,"337,338"
36684,297
36745,517
28104,303
29750,297
34525,"27,28,40,41,297"
34298,297
31706,297
33964,297
34908,334
30025,297
31149,"492,493,494,495"
29203,297
27942,"359,360"
27541,490
28184,297
27957,297
28378,297
28947,"334,297"
29470,297
29666,297
29717,297
29268,519
29119,297
28670,514
27472,"27,28,29,30,31,32,33,40,41,42,43,44,47,48,49,50,222,223,297,326,327,332,333,334"
35917,297
30269,"76,77,297"
30326,297
30524,"385,386"
29602,"27,28,33,40,41,297"
30086,297
29253,297
29831,297
29881,297
29977,"359,360"
29698,297
30786,297
30435,297
30339,"494,495"
27376,297
27642,297
26963,"27,28"
27809,297
28542,297
29958,"359,360"
29311,"516,518"
29912,488
30196,297
33180,297
33554,297
29713,297
30010,297
30102,"297,1184"
27884,501
34521,385
34828,459
34900,297
28452,"297,542"
29131,297
29786,"494,495"
28186,297
29982,"27,28,297"
29178,"28,297"
31026,297
27829,297
38551,297
38634,334
57010,"27,28,40,41,297"
57255,297
57193,209
45891,297
45121,297
46209,490
30294,"463,466,478,483"
27786,297
30654,297
35754,"384,385,386"
29619,297
29393,297
29917,"516,518,519"
38151,"297,522"
38417,395
37762,297
38037,297
38033,297
35845,297
36039,27
34483,490
34496,297
34509,297
34774,"27,28,297"
30973,297
30382,"494,495"
30960,"297,1184"
31865,40
30641,"27,40,41"
29961,297
30352,28
30148,297
29209,297
28368,28
28600,"494,495"
28361,297
28521,516
28259,"297,334"
29030,297
29005,297
28720,297
28234,297
28849,297
28686,490
28843,542
29199,494
29258,"47,48,297"
28907,297
30050,297
27679,297
31136,517
31824,"359,360"
34021,"27,40"
34368,"297,519"
29897,297
31431,28
31444,360
29950,366
29857,"27,28,29"
29297,297
30169,297
30581,"494,495,498,506"
30714,"297,1184"
30497,510
30994,368
30963,"297,1184"
30673,297
30632,297
30976,519
30771,297
31301,544
31311,40
30772,297
27761,"366,368"
22744,297
28244,298
33064,"297,334"
33875,360
34349,363
35226,"494,495"
29443,297
29605,"27,28,297"
28465,297
28744,297
26241,297
31609,519
31570,"297,542"
31526,368
35485,297
39409,297
29468,"297,1184,334"
30282,297
52242,386
57740,"40,297"
57419,522
57596,"297,542"
55303,343
46500,297
46843,334
47698,297
47718,297
47655,297
28938,385
28899,297
31518,297
31702,297
32224,297
38447,490
34364,"492,494,495"
36530,297
37115,334
37298,"297,1184"
35761,297
29754,297
30341,297
30030,297
29963,297
27683,297
32226,"501,502,509,511"
25127,"297,301,302,542"
31346,"384,385,386"
31733,297
35715,"494,495"
35561,297
35234,297
29256,297
29554,516
28459,463
28783,297
36365,385
29360,"431,436,441,442,443,447,452,454,462"
28436,297
29034,"297,359,360"
29073,297
29503,516
29235,297
31701,297
26670,297
29680,"297,1184,27,28,30,40,41,47,48,49,50,248,249,251"
29720,297
28879,297
29240,297
29796,"27,28,40"
29846,490
18567,167
30441,494
31546,"297,334"
31708,"281,284,290"
32088,297
31362,297
29490,297
30968,167
30583,297
29070,"297,334"
27256,297
30027,297
31153,297
31544,"28,297"
31259,368
34305,297
36623,297
28442,297
28606,"297,494"
30011,297
30304,357
30508,297
31967,297
32241,297
30727,297
32341,297
32586,297
34740,297
34489,542
24811,"297,544"
29278,297
39393,297
35408,297
39795,297
39917,297
30175,297
29886,297
30980,"494,495"
58105,517
58087,386
57862,"297,298,301,302,303,1182,1184"
58429,297
58416,168
39796,297
13790,297
39985,"297,1184"
39583,281
48030,"47,48"
48274,490
17911,"209,210"
34863,517
39570,297
31696,541
31559,297
32009,297
31252,"27,28,29,32,33,40,41,70,297"
32174,"27,28,40,41,43"
32117,297
26293,297
32472,297
36432,297
38157,297
30266,297
33012,297
33406,297
33757,297
33782,297
36763,297
37454,504
28852,27
31575,297
27499,297
31849,297
29699,297
30149,"297,360"
29251,297
29600,"28,33,326,334"
30276,297
30549,298
35711,297
35986,297
33788,334
35959,297
37842,297
39200,278
32331,516
27070,"357,358,297"
29204,490
28940,385
29609,297
29891,297
29494,297
29093,297
28818,297
30572,507
31703,"209,210"
27491,297
29974,297
30287,297
30191,297
32033,"359,360"
31934,297
28897,297
32336,297
30005,297
36940,"384,385,386"
37308,334
31831,"297,1184"
28782,297
30413,334
30440,297
30995,"516,518,519,520"
31243,"166,167,168"
28566,297
32763,297
40555,"494,495"
27959,210
25151,542
58712,"522,297"
58266,344
58420,297
58621,"515,516"
29432,297
47924,297
49194,"209,210,297"
49485,297
49578,297
40015,297
30308,167
40064,297
38676,297
38659,297
33063,"487,489,490,494,500,541"
35471,297
32596,"32,33"
34110,"297,494"
34445,"297,515,516,521"
29517,297
28958,297
29390,297
28136,"167,297"
31540,297
32281,297
30260,297
29064,297
28224,297
29972,297
39594,542
40247,"516,518"
40250,"516,518"
31176,297
31195,"343,351"
33403,"379,297"
33557,297
33921,297
33623,"27,40"
40533,334
40656,431
30588,297
26332,"492,493,494,517"
32941,"27,28,29,30,32,33,40,41,42,43,47,48,49,50"
25133,297
32740,522
32368,376
32613,385
33587,"27,28,29,40,41,297"
31348,297
29176,359
30063,297
33715,297
32314,297
27340,392
32631,297
33256,"47,48,297"
33330,"27,28,29,40,41,297"
33060,297
41350,297
41509,297
41677,297
31778,"161,167,168"
59596,"297,542"
59916,297
49551,297
50388,"27,28,40,41"
50373,297
50527,297
36224,"297,1184"
36896,297
37212,490
29293,544
29488,297
29643,"297,1184"
29577,297
30229,298
32832,297
33106,"494,495"
28630,297
32017,"494,495"
41187,"422,423,424,425,426,461,463,465,466,475,480,481,482,483,297"
41287,297
41060,297
30006,297
32828,297
33044,297
32664,"494,495"
29787,297
29462,297
28780,368
35473,"28,297"
35843,385
29971,297
30163,"297,385"
38485,297
38922,297
39238,297
32230,297
30644,297
32793,297
40958,"509,511"
40883,494
41223,297
40275,297
32815,368
32653,297
33638,297
34642,27
39007,535
39111,297
39187,297
36494,490
31520,297
33050,297
33139,"516,518,519"
29113,297
32309,297
30850,"297,306"
30095,297
30200,"444,447,454,474,481,482"
30159,297
29061,"297,386"
29063,297
31139,"459,463,464,466,483"
31312,"392,393,394,395,396,397,398,399,517,1519,1520,1521,1529,1530,1533,1534,1535,1536,1537,1538,1539,494,501,508,514,515,521,1808,2069"
33750,"3,4,30,40,41,261"
33692,490
29069,519
34000,297
34004,"509,297"
31782,297
32825,"297,1184"
33343,"463,466,478,483"
29952,334
30417,"27,28"
28636,504
35835,297
40343,297
33304,297
32258,297
29381,297
33802,297
34391,297
34536,297
31897,297
31999,364
31001,297
33567,297
32900,"297,27,28"
33407,"494,495"
34542,517
31674,297
28998,297
35634,"494,495"
26354,297
32758,"492,494,495"
39011,"509,510,511"
29437,"1993,2026,358,1393"
32827,297
33143,297
32667,"494,495"
31973,297
33547,297
33402,27
38245,519
38611,"357,358"
33770,"494,495,515,516,518,519,520"
33835,297
31354,297
28942,368
31344,"384,385,386"
25620,297
30787,297
30761,"494,495"
30447,297
31204,297
31890,297
27523,297
32123,297
41860,297
41863,"51,52,297"
41922,297
57569,297
60175,297
60600,297
50646,297
50886,"526,527,528,529,1858,1867,297"
51563,297
33969,"494,495"
34610,297
29183,"297,1184,519"
34017,297
40858,297
41980,516
34172,297
33637,297
34365,297
29953,334
34065,"166,167,168,297"
31405,"41,297"
31775,"384,385,386"
39903,522
40180,297
32811,297
33283,"210,297"
29995,297
27072,377
31512,297
36662,168
36734,386
30981,519
30590,"167,297"
33803,297
33703,297
34488,334
34982,385
34846,297
43290,297
41326,297
34277,297
16942,297
35427,490
28838,"7,209,297"
32354,297
27071,297
32721,297
34253,"209,210"
34273,167
34354,297
34514,348
34005,"359,360"
31244,297
35138,362
34484,392
29489,297
33634,517
40392,"297,519"
40080,334
40585,297
38826,297
33220,297
33231,297
33734,297
40060,297
40473,"27,28,40,41"
36619,297
39156,297
38813,360
39013,"47,297"
30688,297
33305,297
33774,297
33601,210
31587,385
31729,297
32748,297
32998,297
31601,"47,297"
32838,"494,495"
43241,297
60879,297
32475,297
51834,297
52041,297
34822,297
34358,297
34839,297
34916,"297,494,495"
34749,297
35013,297
21927,297
34535,297
33649,504
42125,297
42920,297
42829,297
34917,297
35166,"297,494"
34344,"88,89,90,189,190,202,203,204,205,206,207,208"
40611,297
40601,360
40200,"297,298"
36869,360
30313,360
34730,"297,515,516,522"
30156,297
28909,297
34914,297
37524,379
37937,297
23352,297
31240,297
31521,297
42927,297
41087,297
36495,297
36447,"515,516"
33016,297
32826,334
33500,334
33254,"515,516,522"
32809,297
34725,"494,495"
35516,297
35791,"6,27,28,40,41"
35452,297
44032,297
43829,334
35305,297
35459,297
30990,298
36274,517
34577,297
33014,297
40592,297
36227,"27,28,40,41"
35699,297
36234,"297,1184"
36632,"3,4,5,6,7,209,210,297"
40776,297
39128,"297,368"
32183,297
34532,297
33820,297
29344,297
34501,"515,516,519,521"
35350,297
35189,297
43893,334
39606,297
40151,297
25824,506
61456,297
62237,"516,518,519,522"
31548,297
27076,"359,360"
32206,297
30993,48
32579,297
33804,297
52196,297
38545,297
43016,297
35007,297
40845,297
40629,161
37062,297
38194,297
34398,"297,519"
37356,517
32333,494
32644,297
35763,297
35527,297
33768,297
34575,297
31785,368
32059,"494,495"
37522,297
38762,303
26983,"326,327,328,329,330"
36573,"377,378,384,385"
37829,368
37619,297
31822,334
32356,334
29050,522
36339,297
44183,297
11751,297
45116,334
32666,"28,41"
35669,"297,1184"
27295,"297,544"
35956,"297,1184"
35258,297
35892,297
35446,297
36202,507
41331,297
41810,"27,28,40,41,43,297"
31783,301
41458,297
41712,297
41797,"297,509,544"
41967,301
34572,297
34541,"161,297"
35069,297
35736,297
35837,522
45061,"542,322,27,28,40,41,47,48"
45493,"518,519"
62102,360
62575,519
40178,297
40341,297
40366,297
31175,297
30360,297
32175,297
32555,"297,522"
33323,297
33652,334
34189,360
33970,297
34338,"431,432,433,434,435,436,437,438,439,440,475"
34181,"8,9,202,203,204,205,206,207,208"
34018,297
52975,297
52938,297
53437,28
38593,"494,495"
44472,"518,519"
40468,297
41153,"297,298,1184"
41356,360
41415,297
35041,297
37833,297
38298,173
38359,"494,495"
38930,297
36223,297
36699,297
37294,"494,495"
37544,167
35800,"494,297"
37858,489
34913,516
36222,297
34904,"297,359,360"
34518,297
34750,297
35053,490
35161,297
33000,"297,28"
31170,512
33386,297
33276,297
13306,501
31115,297
38028,27
33228,"6,27,40,248"
33621,"27,28,29,33"
33004,297
36898,297
37203,385
34401,"297,519"
34978,297
35732,297
36754,386
36083,489
36068,297
36323,"297,167"
31285,"492,494,495,501,502,514,515,516,517,518,519,521"
37274,297
32917,334
41929,297
42068,297
42468,173
38995,297
38669,297
42237,297
42515,490
42521,509
32090,297
34507,297
34739,297
34016,297
34948,297
36440,1184
36528,368
37027,297
38057,297
46168,386
56098,"385,384"
63142,360
63200,"494,495"
63562,"359,360"
63524,334
41283,297
34868,297
32994,"166,167"
32616,297
33562,298
33769,297
33696,297
35520,297
53721,297
16361,368
45095,297
45629,297
42832,297
43097,"297,421"
43354,"27,28,29"
38837,"3,4,5,297"
39184,297
38909,297
39154,"385,386"
39235,303
37614,517
38163,297
36676,483
37090,297
38445,297
38058,297
37778,297
27105,297
37916,297
33534,297
33829,297
37888,297
36203,"40,297"
36617,33
34624,297
39170,"47,52,297"
17649,360
34356,297
29986,297
36078,297
37277,"427,428,429,430"
34183,"297,334"
37617,297
38067,301
38444,"494,495,515,516"
37879,368
38859,"3,4,6,7,21,47,48,86,202,205,208,209,210,248,249"
42899,297
42834,"297,334"
34403,"297,519"
37050,297
37207,297
37335,337
37622,297
35708,297
38804,297
39353,334
39245,360
46534,297
46497,"6,7,209"
46683,297
64396,"494,495"
29289,"515,516,521,522,297"
32318,297
34129,386
37221,"359,360"
41864,297
42282,297
46464,501
43438,490
43721,"47,48,297"
43891,297
39472,297
38451,368
33648,"281,385,386"
34853,"27,28,40,41,297"
35844,297
35827,297
38039,297
38063,297
37776,360
38639,"167,168"
38633,"384,385,386"
38626,27
37679,386
46925,"337,338"
47054,"27,40"
39811,334
40024,297
40419,297
40337,297
37977,297
38863,"3,4,6,7,47,48,86,202,203,205,206,208,209,210,248,249"
38397,"6,297"
34726,297
34231,297
33697,297
35461,28
36606,"168,297"
37206,386
37143,297
37314,385
37979,"385,386"
38632,334
39012,366
39126,297
34352,"392,517"
34015,"334,297"
33031,297
34671,297
33974,516
43336,297
43313,297
37381,297
37919,297
32460,297
38491,297
39320,297
47720,297
48067,297
48229,"297,544"
39419,376
47465,494
47700,544
61420,"27,28"
32996,364
38756,360
40962,297
41434,297
41075,297
43330,297
43436,519
55295,"27,28,29,40,41,297"
36864,297
36531,297
36701,297
44396,334
11747,297
44765,"407,431"
40266,297
39183,297
40830,"515,516,521"
42581,297
42925,297
32842,"494,495"
34651,27
33925,"27,28,40,41,297"
28674,511
34357,"392,517"
38178,41
36752,"27,28,40,41"
47192,490
47170,297
47324,521
40792,297
40673,297
41167,297
38862,"3,4,6,7,40,41,47,48,86,202,208,209,210,248,249"
38099,297
39426,"297,40"
39091,542
39533,"27,28"
39976,"384,385"
39372,"515,516,522"
39940,386
39319,297
39275,"40,41,297"
39744,393
28587,297
35694,297
35726,"27,28,40,41,297"
36066,297
35795,297
36070,297
36314,297
35748,490
40441,297
43185,"27,28,40,41,47,48,49,51"
40884,"189,297"
41222,"201,303,318"
41705,"27,28"
41822,297
36145,297
38235,"297,1184"
38246,"494,495"
38052,"48,297"
40265,"297,298"
39192,297
39381,"544,297"
39038,297
48042,"297,301,303,542"
48794,359
49011,297
49193,297
49267,542
49570,"494,495"
40318,386
40394,490
40293,297
41274,297
41615,494
40382,522
41850,297
44174,"297,542"
44607,297
44758,"385,386"
56008,297
37229,297
48255,297
48535,52
41143,297
41899,297
42050,385
36454,297
43967,"6,27,40,248"
44527,297
35412,297
33498,297
35756,297
35671,514
35955,"379,383,384,387"
35798,490
26789,297
35663,297
31029,"27,28"
35890,297
14728,358
39644,"210,297"
39948,297
36842,"509,510,511"
27217,"51,52"
38062,"297,494,495"
24335,336
27517,297
38868,498
38806,517
41635,522
41737,297
41894,297
39149,297
29957,297
40111,297
40272,"297,494,495"
40658,281
40560,297
39066,297
38858,490
39808,297
40245,517
40669,"297,1184"
35639,281
36607,"47,48"
40446,297
40664,297
40801,42
41236,297
36813,386
41834,297
42135,297
42172,490
42635,297
37604,"501,502,508,509,511"
37193,297
37645,334
38150,"297,494,495"
40034,297
40253,494
40675,297
41008,"519,520"
49195,297
49413,297
48069,"3,4,5,6,7,8,202,203,204,205,206,207,208,209,210,297"
41397,297
13789,297
41518,297
41364,360
50773,297
66463,297
40742,297
41085,297
41589,"494,501,502,511"
41671,490
41866,297
42062,297
41978,494
45294,"384,385"
45526,297
43917,297
37594,"3,6,7,40,41,47,48,88,209,210,248,249"
27216,"47,48"
38060,297
49768,"248,249,297"
50021,511
49752,297
31202,"27,28"
46198,"297,544"
46034,297
46307,"27,28,334,335,336"
46621,297
38616,297
45263,490
45194,517
45563,297
42225,297
42742,522
42782,542
33454,334
35695,"297,1184"
38391,"378,377"
48504,297
49291,297
40937,297
28884,297
40469,"27,28,40,41"
39705,"248,249"
40604,334
40229,297
41032,281
40841,297
41044,431
41270,297
36198,"297,1184"
37293,"357,358"
37655,"291,385"
40877,359
41832,297
42110,297
42333,297
44967,297
45733,385
42748,297
42819,297
43345,301
43443,522
43523,297
38667,386
38883,297
38692,360
32641,297
40278,517
41460,297
41634,368
41646,297
50836,"40,41,43,297"
42328,"168,297"
51569,359
51601,334
66927,"297,379"
67854,"297,515,516"
38912,297
42089,297
41078,"385,386"
43747,"494,495"
43980,297
45795,27
46288,297
38353,297
38283,297
38308,487
38521,297
57428,"27,28,29"
50524,297
50777,297
51136,27
51377,516
47466,297
43063,"297,421"
43799,297
45935,490
37620,297
38015,362
38219,27
36708,297
36989,386
36980,392
41084,"3,4,5,6,7,27,28,29,30,31,32,33,35,40,41,42,43,47,48,49,50,209,210,221,227,229,230,231,236,248,249,250,251,252"
41158,517
41238,"509,510,511"
39900,516
40030,463
40381,297
40491,297
40348,360
49735,"28,41,297"
50056,297
42879,297
25577,16
43325,297
43181,297
40991,297
11598,501
38793,297
40482,"209,210"
41741,297
41817,"281,283,286,287,290,293,294,296"
40908,504
41027,"384,385"
11587,297
37428,334
38120,297
38297,297
40075,"359,360"
36717,336
42058,297
42855,297
25236,297
45709,297
47444,297
47259,297
43694,297
39210,334
12032,368
34825,360
42687,297
39611,297
41248,297
42559,"297,379"
43068,386
51520,"27,28,29,32,33,40,41,43,189,297"
51758,28
51384,501
51387,494
52559,297
42197,385
68242,297
68672,297
27856,297
42921,360
43036,297
43938,517
44227,504
44030,490
44333,297
44486,494
15712,297
47218,27
47506,517
47473,"27,28,40,41"
47355,"27,28,29,40,41"
54309,"515,516,522"
47026,"297,1184"
57814,297
29270,"167,168"
27415,297
48022,297
47971,248
44466,"28,41,297"
30867,297
44785,297
44782,"297,1189"
46634,297
46841,334
37878,297
37028,297
36210,"297,515,516,521"
41806,"27,40,297"
41620,517
42123,297
40734,297
41487,297
41423,297
40204,297
39780,297
40608,"297,334"
39539,360
38375,297
42873,297
50390,"297,1184"
50729,297
50895,360
11685,360
43842,297
43381,297
44018,297
42327,"459,463,464,466,480,483"
42583,"359,360"
42874,297
42776,297
42134,297
42224,297
41847,"297,303"
41976,297
43553,"297,544"
38021,297
34664,334
44788,297
44913,"334,297"
44893,297
41648,297
45421,297
45232,"392,494,495,517"
20675,379
47821,386
40072,297
43088,421
43549,"297,544"
43647,"27,28,40,41,297"
41843,490
42247,297
42289,297
43735,297
43935,297
43966,27
44241,"515,516"
44469,490
44076,297
42215,297
46854,297
68883,334
68951,297
69087,297
30570,368
45005,297
45469,297
48511,463
40562,297
58978,297
53158,273
47501,297
47939,297
48894,"297,298"
49287,297
37520,"510,511"
38791,494
38535,506
38095,"105,161,297"
45607,297
45372,"6,7,209,210"
45193,517
45587,"494,495"
45679,522
45893,297
38141,368
38453,297
38309,487
40512,"334,297"
40890,"47,48,297"
42686,297
42880,297
41784,297
41739,297
42126,297
39003,297
42153,368
42145,297
42878,297
43292,297
42791,"518,519"
42964,"463,466"
42818,490
51164,"248,249"
50938,490
51605,297
51594,297
51836,"27,28"
40693,334
44603,297
39664,522
44308,"75,76,77,57,99"
45537,"518,519"
45500,297
45746,297
40793,297
41120,297
41206,297
40496,"392,517"
45181,297
45373,"248,249"
48327,297
48663,297
49372,"297,364"
52835,360
53470,297
40935,283
42177,297
43020,"336,297"
42940,297
45147,"297,334"
45875,297
45071,297
45814,"463,466"
48253,297
48897,362
49588,41
54629,"297,1184"
54727,297
69358,297
69160,"297,516"
40616,297
41033,"515,516,521"
30789,297
47717,522
59228,297
59871,297
54064,297
53968,368
54142,"47,48,49,50"
53624,"297,508"
54179,"201,315"
35002,"297,334"
48665,297
49191,368
49506,297
39502,489
39080,334
36452,297
28824,"297,385"
37157,334
39428,297
49707,359
50311,297
47839,384
47043,490
41148,517
41229,297
43284,334
43398,297
43237,385
44149,297
44171,297
44283,"544,297,542"
42255,297
43154,"422,423,424,425,426,431,432,433,434,435,436,437,438,439,444,447,450,451,452,453,454,461,465,474,481,482"
44231,"366,368"
44529,360
44784,542
42887,297
43051,368
43762,297
28932,"475,481"
44465,"48,297"
45793,519
29568,"494,495"
40237,"516,518"
46463,"297,494"
46614,297
42856,297
41540,"422,423,425,463,465,466,475,480,483"
41271,297
45321,297
45536,"516,518"
45646,490
44660,297
44984,"27,28,40,41"
45266,"27,28"
45319,542
45400,"6,7"
46218,297
46286,297
50581,297
50885,522
53719,490
53584,297
53561,"297,494,495"
53706,392
46899,515
47391,490
43946,297
36360,297
44314,297
41045,"334,297"
45566,368
47519,297
12315,297
55705,167
