"work_id","work_licentiate_id"
19100,"210,297"
20025,431
29784,522
29604,297
29422,297
28005,"492,494,495"
20389,297
20614,368
23542,297
23699,297
21469,297
21491,297
20736,297
22328,297
22153,"297,1184"
22438,"384,385,386"
22218,386
19473,"427,428,429,430"
19140,334
20371,"494,495"
20483,297
24209,297
22627,511
21238,"516,518,519"
21654,297
20400,297
20208,297
20100,"28,29,41"
20169,297
20306,"297,541"
20326,"334,297"
20256,297
19988,297
24074,"73,297"
24054,"297,1184"
20327,334
20434,"297,27,28,29,30,32,33,40,41,70"
24185,"297,1184,57,99,133,134,135,138"
23843,297
24444,517
23827,"407,409,413,415,416,417,421,431,463,467,469,470,475,478,479,481,482,485"
24564,297
22800,"27,28"
22907,360
23172,360
19591,297
19423,297
12416,"3,4,5,6,7,8,21,81,82,83,86,88,202,205,208,209,210,211"
19391,"297,379"
19608,297
20899,490
20933,"248,249"
20893,297
20427,297
20277,297
20278,297
25403,504
40860,297
41194,"501,502"
21062,297
20928,297
21143,297
21004,297
28717,504
30172,517
29820,297
21589,297
21734,297
21750,297
21799,"297,386"
19983,297
23868,297
24132,297
24071,"167,297"
23636,297
19546,297
19842,297
20015,297
21221,"47,297"
21386,297
22308,"297,544"
18826,297
19951,1
19448,297
23289,"297,368"
23355,297
21690,297
21305,40
21123,431
20433,"297,32,33,70"
20797,297
20317,368
18543,297
17884,326
24359,297
24356,"297,298"
21036,297
20979,297
21337,297
21235,297
20734,297
20722,297
20682,368
20857,385
21056,421
23382,509
24541,297
24232,297
24290,297
19764,297
19867,297
20069,489
21144,297
21302,490
21361,297
25338,297
25158,"297,298"
25674,297
12505,297
41209,498
40672,522
41459,297
21399,297
21349,494
21722,490
21240,297
21992,297
22146,297
29576,297
30212,"407,409,410,411,412,413,414,415,416,417,418,419,420,421,463,466,467,470,474,475,478,479,481"
19045,"385,386"
24337,297
24517,297
23632,297
22506,297
22649,297
23060,297
23223,297
19491,297
20149,"301,303"
21209,"359,360"
21436,"516,518,519"
21632,494
20261,"518,519"
25605,297
26538,297
19604,"377,379,385"
19560,297
23754,494
23765,297
24012,359
20992,"475,479"
21179,297
21074,297
20755,386
25002,"27,28,297"
22360,297
22338,490
22411,297
22478,"28,41"
20999,297
16351,386
21283,297
20150,297
16451,297
24848,490
25166,297
22901,"334,297"
20207,385
21351,"544,297"
20666,516
21407,297
21606,28
21797,297
20864,495
20921,"297,1184"
20914,463
20116,297
21266,297
21514,463
21961,301
22158,"28,297,27"
25918,519
25711,297
26084,297
40325,297
41652,297
30534,297
30541,"47,297"
30315,297
31550,6
16184,297
24834,517
24693,"297,298"
24771,297
24747,"40,41"
20428,297
20283,"27,297"
24217,297
15746,386
20452,27
21025,297
20845,297
21587,297
16437,"40,297"
20107,"325,326,327,427,428,429,430,457,458,459,463,466,477,478,479,480"
19791,544
26376,517
26603,297
26453,519
26843,28
21293,297
21261,"297,334"
21282,297
21557,"384,385"
20860,297
21273,522
21317,297
24257,297
22416,297
22122,297
25587,297
21459,297
15576,297
21157,297
21234,297
21523,297
21574,297
25267,297
25339,360
21350,"297,516"
21035,297
20563,210
19778,"297,1184"
16274,385
24365,297
24469,297
22156,"28,41,297"
22287,297
21748,297
21267,297
21556,297
21752,360
22174,297
20590,297
26433,"423,425,463,466,480,483"
26411,297
42465,360
31454,297
31705,297
30378,"332,297"
31339,297
23740,297
23781,"27,28,30,31,34,35,39,40,41,42,43,51,53,248,249"
24216,297
24093,297
25106,297
24621,297
25110,"27,28,40,41"
21993,360
21962,297
22092,297
22203,"494,495,519"
22410,297
24908,1184
24400,297
23025,"494,495"
23031,297
23092,297
22526,368
20961,297
21437,"363,364,365,366,367,368,369,370,371,372,373"
20613,297
20628,297
20819,297
25994,"515,516,519"
27112,297
21431,297
21633,"392,517"
21967,373
20646,334
21403,297
21301,"297,27"
21567,297
21546,297
11535,297
24963,"6,7,27,28,29,32,33"
24705,297
23118,297
23270,368
22873,"210,297"
23437,297
21512,297
21808,"105,297"
22147,297
22286,297
25370,"516,519"
25490,360
25952,"492,297"
20936,495
20985,334
21082,"48,297,484"
21554,"515,516,519,522"
21478,"28,297"
20440,297
21066,297
24537,"189,297,484"
24231,297
21949,297
21921,"363,364,365,366,368,373"
22333,297
22198,297
22406,28
22412,297
22362,297
22493,297
22585,297
21166,360
23369,297
23512,27
26381,490
26683,"384,385"
27016,301
42840,297
20942,"297,285"
20904,"334,297"
21099,297
26423,"516,519"
30640,334
32340,297
21264,297
24698,297
25321,297
23331,301
23520,"297,511"
21647,"494,495,501,502,508,509,511"
21793,"422,425,427,428,429,430,454,455,460,461,463,466,473,475,480,483"
20308,28
20310,41
22206,297
27214,297
27225,297
27573,297
26958,297
22162,167
22207,297
21501,297
21254,297
21372,297
25335,167
25541,368
23684,"47,48,297"
23812,297
22315,"516,518,519"
22580,297
15374,297
26397,297
22266,522
25987,"494,495,515,516,517,518,519,520,521"
25934,"297,1184"
23170,"27,28,30,34,35,40,41,42"
21292,28
21262,"28,41,297"
21976,297
22299,27
22496,297
21948,"7,209,297"
25346,334
25445,297
22851,356
21490,297
21479,"28,297"
22294,297
21944,"7,209,297"
22329,297
22405,"165,170"
23096,"297,298,542,543"
23816,297
23861,297
27079,297
11402,517
42976,"167,168,543"
43925,297
43988,"334,297"
32747,297
33395,297
20924,297
21706,297
24764,297
24926,"28,297"
25457,297
25881,"167,168"
25822,297
12390,517
21598,"494,495"
21624,"363,364,366,368,370"
21784,27
25400,297
25463,"48,249"
25671,297
21982,297
22752,"297,319"
22718,297
22944,385
27587,297
22115,297
22390,297
22449,297
22553,386
21611,"297,494"
21700,297
21435,297
25328,"297,1184,28,32,33,40,41,276,280,299,75,76,77"
25752,297
26112,"40,41"
24067,297
22340,297
26259,297
21489,297
21651,297
21524,297
25846,297
26041,297
22806,297
21900,334
23565,297
23704,297
27584,297
27627,297
43414,"494,495"
23072,297
23397,33
24368,"297,1184"
24322,360
33301,297
25740,297
33380,297
33847,"368,297"
33851,297
33932,297
21893,519
24939,"167,297"
25155,297
25175,"28,297"
25943,297
26430,297
25693,297
24357,297
24514,297
24648,297
22019,301
21960,297
14333,297
22149,297
22033,297
23308,297
23251,297
28363,"47,297"
28087,297
28292,301
28556,297
28193,297
22722,362
21736,297
23295,297
27060,297
27208,297
23337,297
22067,297
23674,298
23462,348
23590,"297,1184"
26651,"492,494,495"
26932,490
26727,"515,516,521"
26543,297
26457,"297,494,495"
26408,297
21935,297
22094,297
22429,"297,3,4,5,6,7,209,210"
20827,297
22948,"516,518,519"
22922,510
23151,368
44848,27
44737,297
23726,297
24338,297
23380,"209,210"
23894,297
24239,297
32722,360
34888,"297,334"
34910,504
35000,"297,368"
26020,297
26432,"516,518,519"
26233,"297,1184"
26403,297
26024,297
26662,"516,518,519,522"
25975,360
24606,"297,1184"
25295,360
22070,297
22180,297
22151,297
25707,297
25798,297
25899,297
26043,297
25906,297
22202,"494,495"
22273,297
22409,"297,368"
23433,"334,297"
23635,297
23618,490
23445,463
23737,297
22355,298
22348,"297,334"
22509,297
26656,"40,297"
24696,297
24734,297
24289,297
28271,297
27661,297
23656,297
22768,297
22955,508
16186,297
27453,301
27757,"297,299"
27678,"454,463"
23566,297
24026,498
23633,297
23758,"492,494,522"
23510,297
23873,385
22182,297
23502,297
23959,297
26801,48
26857,297
26926,297
27104,297
26868,"297,1184,334"
22564,431
22952,502
22787,297
23247,385
23499,"27,28,29,30,32,33,34,35,40,41,43,47,48,49,50,297"
23320,297
23580,297
28698,297
28735,"27,28,40,41,47,48,51,52,297"
28671,297
45025,522
45524,"518,519"
23383,297
23451,385
16762,297
24533,297
25004,297
23940,297
25131,297
24699,297
25436,297
25159,297
32965,"517,494"
35252,490
35583,297
35912,385
35443,297
26704,297
27182,297
26804,348
26950,"27,28"
27140,360
25583,297
25525,297
22545,494
20301,463
26234,"27,28,40,41,47,48,297"
22770,297
22914,"494,495"
24145,40
24320,"32,33"
24299,510
23695,"59,101,104,105"
22614,"40,47"
27358,297
26947,490
27152,522
24961,297
28505,297
29189,334
29200,490
24364,297
24511,297
23847,"334,297"
21102,297
24066,509
24218,"210,248"
23209,"41,297"
28145,297
23999,490
24010,297
21134,463
24162,297
22276,426
24196,"166,167"
23811,297
23840,297
23993,334
23756,297
27045,360
27300,297
27188,297
27698,"297,1184"
24192,297
23968,30
27263,297
27552,297
27219,306
27676,"297,522"
24017,511
23902,297
22646,"494,495"
23064,"297,303"
23175,297
28924,297
28694,297
28954,297
23471,490
23428,297
24058,364
42540,"519,540"
46033,297
46995,297
24656,297
24779,348
25226,"32,33,35,39"
25381,360
35988,297
36358,509
33872,"1395,1396"
36626,509
27221,"447,452,454"
24777,297
27322,297
24394,"384,385,386"
24819,"297,303"
24867,297
24882,297
24925,297
27091,"297,1184"
27356,297
27375,"516,519"
26405,297
26635,297
24964,297
22599,297
22795,297
25545,"40,297"
25213,297
26541,297
26902,27
21510,385
24174,"334,297"
27442,360
27606,463
23183,297
23354,297
24415,297
29173,297
25242,297
25234,297
24220,297
24599,297
17829,"297,334,1184"
24798,360
23898,509
23938,490
24627,492
24666,"421,283,284,286,296,356,359,360"
24716,297
28588,"210,252"
28269,297
28763,385
24413,297
27680,297
27736,297
27993,334
27996,"27,28"
27274,297
27008,"28,41,297"
23248,"494,516"
16187,297
24692,375
29188,297
29526,368
23994,"47,48"
23996,"297,1184"
24587,"297,516,518,519"
47702,297
25473,517
25538,297
25589,360
25635,297
24987,297
24875,297
36732,297
37147,385
36770,297
27791,"28,297"
28002,33
28004,"297,502"
28153,517
28052,"297,1184"
28266,297
27213,297
27191,297
27272,297
26011,297
25761,297
25593,297
25803,297
26050,"297,1184"
26102,297
24362,297
23338,297
26942,297
26937,297
26800,297
27095,297
24940,"27,28,297"
24962,297
23294,334
23378,297
23528,544
27337,522
27831,297
28374,297
16526,297
25679,"210,297"
25788,297
24894,297
24892,"297,1184"
24992,334
25084,"40,41,297"
29242,297
26787,297
27986,297
28594,544
25509,297
25703,297
25150,297
25144,297
24608,297
28180,297
28476,297
28370,297
28618,297
28788,297
24922,297
27805,"101,297"
28581,297
28607,"516,519"
28456,297
28675,"297,494,495"
22974,490
23081,297
23557,483
23700,297
25142,297
25629,297
25979,297
29829,"297,167"
26788,297
28539,"297,494,495"
30031,297
24207,297
23929,297
47906,"40,41"
48276,297
48386,"27,28"
48914,"6,7,8,21,86,87,88,209,210,431,436,475,481"
32603,297
24673,"359,360"
24817,297
22987,491
36276,297
37528,297
37448,297
25592,297
25995,297
26111,297
26169,"422,423,425,427,428,429,430,453,455,461,463,465,466,467,471,473,475,480,483"
25591,"515,516"
25503,"40,41,47,48,297"
25600,297
25750,297
25751,297
28041,297
28827,297
29116,463
27296,517
23384,297
23597,385
26023,297
24941,"297,490"
23717,297
23815,297
27226,297
27555,297
27427,28
27548,490
27563,297
23960,297
23475,297
23459,297
25145,297
25681,297
25748,297
26448,"3,4,5,6,7,8,9,75,76,202,203,204,205,206,207,208,209,210,211,212,255,256"
26122,297
26088,297
25016,297
25536,297
29932,297
30127,297
25383,386
24237,297
24269,297
25772,297
26015,297
24144,"427,428,429,430"
26160,297
25424,"367,373,297"
25638,297
25936,297
26282,297
29182,385
29450,368
24923,490
24529,297
24946,297
24988,334
28911,368
28272,297
25580,522
25821,297
25769,297
28867,297
27515,297
29273,490
25516,297
23759,297
30384,297
24600,"509,510,511"
24708,297
24799,297
24818,297
24183,297
25245,"27,28,29,30,32,33,40,41,42,221,222,248"
45085,334
49414,297
50391,27
26399,"30,40,41,43,248"
26385,297
26609,297
25690,504
26039,297
25649,297
25910,490
38190,297
38020,297
29195,297
29304,297
25270,"494,495,501,502"
29502,297
28369,297
28742,"515,516"
27855,297
28842,297
26917,"297,1184"
26914,297
26379,297
26647,385
26629,297
27404,"332,333,297"
27443,"334,297"
27176,297
27124,368
27638,297
27423,297
25353,297
25464,297
23653,297
24181,297
26138,297
23725,297
23865,297
29042,297
28595,"32,33"
29319,385
30028,334
31116,297
26680,41
26860,297
25888,386
25774,297
26204,297
24160,490
25767,297
25566,297
25251,297
25830,167
26101,297
26445,"522,297"
26419,454
29711,297
29392,297
25858,297
18801,297
26277,489
28775,297
28248,"365,366,368"
29708,297
29398,"28,297"
26032,"40,47"
26254,297
26678,366
25349,297
25506,"297,1184"
27478,297
29659,"297,542,301,302,304,316,317,321,322,323,40,41,47,48,133,134,135,139,189,190,201,241"
29614,297
26004,297
26202,297
25561,297
24522,297
24538,297
30999,524
24701,297
18151,"363,364,365,366,368"
25292,"74,105,259"
50718,"281,283,284"
50577,297
47257,297
38317,297
38465,297
38957,"209,297"
25646,297
25715,334
25919,"516,522"
26124,297
29696,297
30049,"377,379"
30201,297
29158,"385,297"
28730,297
26802,297
26494,297
27583,297
27386,"297,519"
27924,542
25675,297
25632,297
25877,"509,510,511"
24158,297
24271,297
26189,297
26615,522
27063,"28,297"
24515,297
22689,360
24768,492
16511,463
29246,"48,273,297"
27480,297
28030,168
17208,297
27694,"167,168"
26737,297
26856,297
26772,297
26061,297
27395,297
24534,297
24086,297
24873,297
25957,364
26570,360
26401,"297,1184"
26480,297
